id,name,description,created_at,updated_at,deleted_at
680,Heriloom Carrots,,2021-09-20 00:11:36.613+00,2021-09-20 00:11:36.615956+00,
681,Crispy Shallots,,2021-09-20 00:11:36.613+00,2021-09-20 00:11:36.615956+00,
682,California Medjool Dates,,2021-09-20 00:12:43.591+00,2021-09-20 00:12:43.595246+00,
683,Pickled Turnips,,2021-09-20 00:13:40.999+00,2021-09-20 00:13:41.000836+00,
684,Sesame Seed Bagel,,2021-09-20 00:22:49.53+00,2021-09-20 00:22:49.531736+00,
685,Cinnamon Raisin Bagel,,2021-09-20 00:22:49.53+00,2021-09-20 00:22:49.531736+00,
686,Simple Plain Cream Cheese,,2021-09-20 00:23:57.144+00,2021-09-20 00:23:57.146206+00,
687,Garden Vegetable Cream Cheese,,2021-09-20 00:23:57.144+00,2021-09-20 00:23:57.146206+00,
688,Scallion Cream Cheese,,2021-09-20 00:23:57.144+00,2021-09-20 00:23:57.146206+00,
689,Smoked Salmon,,2021-09-20 00:24:51.176+00,2021-09-20 00:24:51.17819+00,
690,Shaved Red Onion,,2021-09-20 00:24:51.176+00,2021-09-20 00:24:51.17819+00,
691,Butter Croissant,,2021-09-20 00:25:46.631+00,2021-09-20 00:25:46.632911+00,
692,Pain Au Chocolat,,2021-09-20 00:25:46.631+00,2021-09-20 00:25:46.632911+00,
693,Berry Jam,,2021-09-20 00:26:24.643+00,2021-09-20 00:26:24.645171+00,
694,Ripe Market Melon,,2021-09-20 00:28:23.965+00,2021-09-20 00:28:23.968136+00,
695,Ground Lamb,,2021-09-20 14:32:09.335+00,2021-09-20 14:32:09.342411+00,
696,Five Spice,,2021-09-20 14:35:44.747+00,2021-09-20 14:35:44.754726+00,
697,Allspice,,2021-09-20 14:35:44.747+00,2021-09-20 14:35:44.754726+00,
698,Romanesco,,2021-09-20 14:39:10.953+00,2021-09-20 14:39:10.96176+00,
699,Bowery Greens ,,2021-09-20 14:41:17.722+00,2021-09-20 14:41:17.729989+00,
700,Pickled Baby Peppers,,2021-09-20 14:41:17.722+00,2021-09-20 14:41:17.729989+00,
701,Horseradish,,2021-09-20 14:43:29.126+00,2021-09-20 14:43:29.133865+00,
702,Artichokes,,2021-09-20 14:50:45.129+00,2021-09-20 14:50:45.136818+00,
703,Fresh Thyme,,2021-09-20 14:54:06.48+00,2021-09-20 14:54:06.487975+00,
704,Grilled Broccoli,,2021-09-20 15:20:54.665+00,2021-09-20 15:20:54.672425+00,
705,Pickled Parsnips,,2021-09-20 16:41:21.794+00,2021-09-20 16:41:21.7996+00,
706,Warm Farro,,2021-09-22 18:50:29.304+00,2021-09-22 18:50:29.307584+00,
707,Irwin Mushrooms Shiitakes,,2021-09-22 18:50:29.304+00,2021-09-22 18:50:29.307584+00,
708,Poached Eggs,,2021-09-22 18:50:29.304+00,2021-09-22 18:50:29.307584+00,
709,Quinoa,,2021-09-26 19:07:40.095+00,2021-09-26 19:07:40.099558+00,
710,Baby Pickled Peppers,,2021-09-27 13:06:01.848+00,2021-09-27 13:06:01.855186+00,
711,Broccoli,,2021-09-27 18:42:07.086+00,2021-09-27 18:42:07.090163+00,
712,Market Vegetables,,2021-09-27 18:43:31.369+00,2021-09-27 18:43:31.372871+00,
713,Toasted Cashews,,2021-09-27 18:43:31.369+00,2021-09-27 18:43:31.372871+00,
714,Fresh Strawberries,,2021-09-28 18:53:55.955+00,2021-09-28 18:53:55.957416+00,
715,Whipped Cream,,2021-09-28 18:53:55.955+00,2021-09-28 18:53:55.957416+00,
716,Chicken Thighs,,2021-10-03 23:51:51.132+00,2021-10-03 23:51:51.135965+00,
717,Butternut Squash,,2021-10-03 23:54:11.811+00,2021-10-03 23:54:11.815648+00,
718,Brussels Sprouts,,2021-10-03 23:54:47.106+00,2021-10-03 23:54:47.109896+00,
720,Roasted Yellow Beets,,2021-10-03 23:58:08.489+00,2021-10-03 23:58:08.493635+00,
721,Walnut Oil,,2021-10-03 23:58:52.607+00,2021-10-03 23:58:52.610689+00,
722,Everything Salt,,2021-10-04 00:02:08.874+00,2021-10-04 00:02:08.878232+00,
723,North Country Smokehouse Bacon,,2021-10-04 00:02:38.953+00,2021-10-04 00:02:38.957358+00,
724,Mango,,2021-10-04 00:05:41.108+00,2021-10-04 00:05:41.112983+00,
725,Yellow Watermelon,,2021-10-04 00:05:41.108+00,2021-10-04 00:05:41.112983+00,
726,Cavaillon Melon,,2021-10-04 00:05:41.108+00,2021-10-04 00:05:41.112983+00,
730,Onions,,2021-10-04 00:19:55.195+00,2021-10-04 00:19:55.201244+00,
731,Queso Fresco,,2021-10-04 00:19:55.195+00,2021-10-04 00:19:55.201244+00,
732,Milpa Blue Corn Tortillas,,2021-10-04 00:19:55.195+00,2021-10-04 00:19:55.201244+00,
740,Chopped Zucchini,,2021-10-04 00:22:48.719+00,2021-10-04 00:22:48.723841+00,
741,Corn Nuts,,2021-10-04 00:23:29.454+00,2021-10-04 00:23:29.458426+00,
742,Shredded Chicken Thighs,,2021-10-04 00:27:51.087+00,2021-10-04 00:27:51.090944+00,
743,Ground Pork,,2021-10-04 00:29:18.494+00,2021-10-04 00:29:18.498609+00,
744,Kimchi,,2021-10-04 00:51:01.861+00,2021-10-04 00:51:01.864894+00,
745,Watermelon Radishes,,2021-10-04 00:57:49.956+00,2021-10-04 00:57:49.959692+00,
746,Miso,,2021-10-04 00:58:46.911+00,2021-10-04 00:58:46.916635+00,
747,Chicken Breasts,,2021-10-04 01:02:07.146+00,2021-10-04 01:02:07.14947+00,
748,Swordfish,,2021-10-04 01:02:40.045+00,2021-10-04 01:02:40.048498+00,
749,Irwin Mushrooms,,2021-10-04 01:08:47.855+00,2021-10-04 01:08:47.864752+00,
750,Black Lentils,,2021-10-04 01:08:47.855+00,2021-10-04 01:08:47.864752+00,
751,Olives,,2021-10-04 01:08:47.855+00,2021-10-04 01:08:47.864752+00,
752,Breads Bakery Whole Wheat Sourdough,,2021-10-04 01:47:39.169+00,2021-10-04 01:47:39.173219+00,
753,Shredded Chicken Breasts,,2021-10-05 17:13:57.306+00,2021-10-05 17:13:57.309392+00,
754,Gluten Free Soy Sauce,,2021-10-06 13:04:49.865+00,2021-10-06 13:04:49.868251+00,
755,Crushed Peanuts,,2021-10-06 13:04:49.865+00,2021-10-06 13:04:49.868251+00,
787,Shredded Chicken,,2021-10-11 01:32:00.43+00,2021-10-11 01:32:00.44236+00,
788,Chipotle Chili,,2021-10-11 01:32:00.43+00,2021-10-11 01:32:00.44236+00,
789,Mole Sauce,,2021-10-11 01:32:00.43+00,2021-10-11 01:32:00.44236+00,
790,Chocolate,,2021-10-11 01:32:00.43+00,2021-10-11 01:32:00.44236+00,
791,Pickled Onions,,2021-10-11 01:33:12.817+00,2021-10-11 01:33:12.822509+00,
792,Chile Morita,,2021-10-11 01:33:12.817+00,2021-10-11 01:33:12.822509+00,
793,Bowery Cilantro,,2021-10-11 01:33:12.817+00,2021-10-11 01:33:12.822509+00,
794,Soy Chorizo,,2021-10-11 01:34:07.006+00,2021-10-11 01:34:07.011966+00,
795,Norwich Farms Butternut Squash,,2021-10-11 01:36:02.651+00,2021-10-11 01:36:02.656305+00,
796,Shaved Corn,,2021-10-11 01:36:02.651+00,2021-10-11 01:36:02.656305+00,
797,Bowery Mixed Greens,,2021-10-11 01:43:42.955+00,2021-10-11 01:43:42.960778+00,
798,Shredded Jicama,,2021-10-11 01:43:42.955+00,2021-10-11 01:43:42.960778+00,
799,Shredded Carrots,,2021-10-11 01:43:42.955+00,2021-10-11 01:43:42.960778+00,
800,Chocolate Chip Cookies,,2021-10-11 01:44:56.45+00,2021-10-11 01:44:56.457179+00,
801,Bowery Baby Rabe,,2021-10-11 02:02:11.526+00,2021-10-11 02:02:11.531445+00,
802,Course Ground Corn Meal,,2021-10-11 02:05:51.732+00,2021-10-11 02:05:51.738663+00,
803,Baking Soda,,2021-10-11 02:05:51.732+00,2021-10-11 02:05:51.738663+00,
804,Ny Cheddar,,2021-10-11 02:05:51.732+00,2021-10-11 02:05:51.738663+00,
805,Shaved Apples,,2021-10-11 02:06:30.14+00,2021-10-11 02:06:30.145403+00,
806,Koginut Squash Wedge,,2021-10-11 02:06:30.14+00,2021-10-11 02:06:30.145403+00,
807,Apple Cider Vinaigrette,,2021-10-11 02:06:30.14+00,2021-10-11 02:06:30.145403+00,
808,Angel Food Cake,,2021-10-11 02:07:08.238+00,2021-10-11 02:07:08.243962+00,
809,Rice Paper,,2021-10-11 02:11:36.917+00,2021-10-11 02:11:36.922869+00,
810,Gf Soy Sauce,,2021-10-11 02:11:36.917+00,2021-10-11 02:11:36.922869+00,
811,Shaved Cucumber,,2021-10-11 02:11:36.917+00,2021-10-11 02:11:36.922869+00,
812,Purple Basil,,2021-10-11 02:11:36.917+00,2021-10-11 02:11:36.922869+00,
819,Yellow Curry,,2021-10-11 02:19:48.805+00,2021-10-11 02:19:48.810946+00,
820,Whole Wheat Wrap,,2021-10-11 02:19:48.805+00,2021-10-11 02:19:48.810946+00,
822,Garlic Oil,,2021-10-11 02:21:37.99+00,2021-10-11 02:21:37.9961+00,
823,Mini Baby Sweet Peppers,,2021-10-11 02:22:29.41+00,2021-10-11 02:22:29.415926+00,
824,Red Beets,,2021-10-11 02:28:39.224+00,2021-10-11 02:28:39.230147+00,
825,Basmati Rice,,2021-10-17 16:24:13.827+00,2021-10-17 16:24:13.831443+00,
826,Pepperoncini Vinaigrette,,2021-10-17 16:45:09.155+00,2021-10-17 16:45:09.158101+00,
827,Ancho Chili Rub,,2021-10-17 16:52:46.994+00,2021-10-17 16:52:47.005072+00,
828,Koginut Squash,,2021-10-17 17:18:31.563+00,2021-10-17 17:18:31.565561+00,
829,Heirloom Cherry Tomatoes,,2021-10-17 17:19:45.786+00,2021-10-17 17:19:45.789021+00,
830,Kalamata Olive Brine,,2021-10-18 16:44:56.217+00,2021-10-18 16:44:56.218923+00,
831,Whole Roasted Apples,,2021-10-18 16:49:41.679+00,2021-10-18 16:49:41.68226+00,
832,Fresh Herb Salad,,2021-10-18 16:57:25.494+00,2021-10-18 16:57:25.500045+00,
833,Apple Cider,,2021-10-18 17:00:14.771+00,2021-10-18 17:00:14.774405+00,
834,Balsamic Glaze,,2021-10-18 17:01:36.317+00,2021-10-18 17:01:36.318371+00,
835,Louisiana Hot Sauce,,2021-10-18 17:07:50.933+00,2021-10-18 17:07:50.935296+00,
836,Cod,,2021-10-18 17:08:44.586+00,2021-10-18 17:08:44.588567+00,
837,Smoke,,2021-10-18 17:08:44.586+00,2021-10-18 17:08:44.588567+00,
838,Granulated Garlic,,2021-10-18 17:08:44.586+00,2021-10-18 17:08:44.588567+00,
839,Chili Spice Blend,,2021-10-18 17:08:44.586+00,2021-10-18 17:08:44.588567+00,
840,Grainy Mustard,,2021-10-18 17:10:52.199+00,2021-10-18 17:10:52.200672+00,
841,Relish,,2021-10-18 17:10:52.199+00,2021-10-18 17:10:52.200672+00,
842,Sweet Potatoes,,2021-10-18 17:11:28.19+00,2021-10-18 17:11:28.192263+00,
843,Dry Aged Pork Chops,,2021-10-23 20:29:27.945+00,2021-10-23 20:29:27.949031+00,
844,Minard Farms Apple Cider,,2021-10-23 20:29:27.945+00,2021-10-23 20:29:27.949031+00,
845,Skin-on Organic Chicken Breasts,,2021-10-23 20:30:28.793+00,2021-10-23 20:30:28.796961+00,
846,Mayonnaise,,2021-10-23 20:30:28.793+00,2021-10-23 20:30:28.796961+00,
847,Fresno Chiles,,2021-10-23 20:30:28.793+00,2021-10-23 20:30:28.796961+00,
848,Organic Bell Peppers,,2021-10-23 20:34:37.946+00,2021-10-23 20:34:37.951087+00,
849,Cauliflower Rice,,2021-10-23 20:34:37.946+00,2021-10-23 20:34:37.951087+00,
850,Vegan Mozzarella,,2021-10-23 20:34:37.946+00,2021-10-23 20:34:37.951087+00,
851,Norwich Meadows Baby Potatoes,,2021-10-23 20:36:12.15+00,2021-10-23 20:36:12.153198+00,
852,Bowery Farms Greens,,2021-10-23 20:36:46.801+00,2021-10-23 20:36:46.803606+00,
853,Pickled Beets,,2021-10-23 20:36:46.801+00,2021-10-23 20:36:46.803606+00,
854,Parkday House Porchetta,,2021-10-23 20:38:50.247+00,2021-10-23 20:38:50.249586+00,
855,Balthazar Village Roll,,2021-10-23 20:38:50.247+00,2021-10-23 20:38:50.249586+00,
856,Flank Steak,,2021-10-23 20:39:29.465+00,2021-10-23 20:39:29.46953+00,
857,Banana Peppers,,2021-10-23 20:39:29.465+00,2021-10-23 20:39:29.46953+00,
858,Kimchi Aioli,,2021-10-23 20:39:29.465+00,2021-10-23 20:39:29.46953+00,
859,Balthazar Baguette,,2021-10-23 20:39:29.465+00,2021-10-23 20:39:29.46953+00,
863,Tomatoes,,2021-10-23 20:41:37.108+00,2021-10-23 20:41:37.110944+00,
864,Bosc Pears,,2021-10-23 20:43:19.778+00,2021-10-23 20:43:19.780329+00,
865,Aged Pecorino Cheese,,2021-10-23 20:43:19.778+00,2021-10-23 20:43:19.780329+00,
866,Furikake,,2021-10-23 20:58:59.575+00,2021-10-23 20:58:59.582155+00,
867,Free-range Chicken Breast,,2021-10-23 21:05:53.548+00,2021-10-23 21:05:53.551887+00,
868,Sweet White Miso,,2021-10-23 21:06:22.55+00,2021-10-23 21:06:22.552838+00,
869,Made In Brooklyn Soba Noodles,,2021-10-23 21:07:08.39+00,2021-10-23 21:07:08.392506+00,
870,Shredded Radish,,2021-10-23 21:07:08.39+00,2021-10-23 21:07:08.392506+00,
871,Pickled Daikon,,2021-10-23 21:13:40.939+00,2021-10-23 21:13:40.943803+00,
872,Bowery Farms Herbs,,2021-10-23 21:13:40.939+00,2021-10-23 21:13:40.943803+00,
873,Mae Ploy Sweet Chili,,2021-10-23 21:17:21.712+00,2021-10-23 21:17:21.714436+00,
874,Roasted Leeks,,2021-10-23 21:29:41.045+00,2021-10-23 21:29:41.048045+00,
875,Bulgur,,2021-10-23 21:31:53.163+00,2021-10-23 21:31:53.1666+00,
876,Grilled Pita,,2021-10-23 21:33:03.371+00,2021-10-23 21:33:03.373089+00,
877,Whole Milk Labne,,2021-10-23 21:33:03.371+00,2021-10-23 21:33:03.373089+00,
878,Local Orchard Apples,,2021-10-23 21:33:35.173+00,2021-10-23 21:33:35.175559+00,
879,Green Grapes,,2021-10-23 21:33:35.173+00,2021-10-23 21:33:35.175559+00,
880,Lamb Shoulder,,2021-10-25 16:20:39.454+00,2021-10-25 16:20:39.450613+00,
881,Ground Chicken,,2021-10-25 16:21:29.104+00,2021-10-25 16:21:29.100579+00,
882,Grilled Asparagus,,2021-10-25 16:26:37.456+00,2021-10-25 16:26:37.452366+00,
883,Roma Tomatoes,,2021-10-25 16:27:15.969+00,2021-10-25 16:27:15.966021+00,
884,Roasted Pumpkin Seeds,,2021-10-25 16:27:59.471+00,2021-10-25 16:27:59.468052+00,
885,Whole Roasted Pumpkin,,2021-10-25 16:27:59.471+00,2021-10-25 16:27:59.468052+00,
886,"Jess Puddin' Chocolate Pudding",,2021-10-25 16:28:35.031+00,2021-10-25 16:28:35.028251+00,
887,Oreos,,2021-10-25 16:28:35.031+00,2021-10-25 16:28:35.028251+00,
888,House Whip Cream,,2021-10-25 16:28:35.031+00,2021-10-25 16:28:35.028251+00,
889,Sour Gummy Worms,,2021-10-25 16:28:35.031+00,2021-10-25 16:28:35.028251+00,
890,Alfalfa Sprouts,,2021-10-26 12:58:17.051+00,2021-10-26 12:58:17.054296+00,
891,Avocado Whip,,2021-10-26 12:58:17.051+00,2021-10-26 12:58:17.054296+00,
892,Crunchy Baguette,,2021-10-26 12:58:17.051+00,2021-10-26 12:58:17.054296+00,
893,Lamb Shanks,,2021-10-28 02:28:19.855+00,2021-10-28 02:28:19.858835+00,
894,House Fudge Brownies,,2021-10-28 02:29:21.712+00,2021-10-28 02:29:21.715507+00,
895,Gala Apple,,2021-10-28 23:19:12.196966+00,2021-10-28 23:19:12.196966+00,
896,Acorn Squash,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
897,Asian Pears,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
898,Basil,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
899,Beets,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
900,Concord Grapes,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
901,Curly Parsley,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
902,Dill ,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
903,Fingerling Potatoes,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
904,Fresh Green Olives,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
905,Fuyu Persimmons,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
907,Organic Green Kale,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
908,Honeycrisp Apples,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
909,Italian (Flat Leaf) Parsley,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
910,Japanese Negi Scallions,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
911,Marinated Artichoke Hearts,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
912,Organic Leeks,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
913,Organic Sunchokes,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
914,Organic Yellow Wax Beans,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
915,Pomegranates,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
916,Red Grapes,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
917,Wild Harvest Shiitake Mushrooms,,2021-10-29 00:32:31.055278+00,2021-10-29 00:32:31.055278+00,
918,Jerk Seasoning,,2021-10-31 23:21:51.363+00,2021-10-31 23:21:51.364317+00,
919,Chilies,,2021-10-31 23:21:51.363+00,2021-10-31 23:21:51.364317+00,
920,Firm Tofu,,2021-10-31 23:43:17.381+00,2021-10-31 23:43:17.38394+00,
921,Lancaster Farms Organic Collard Greens,,2021-10-31 23:43:58.669+00,2021-10-31 23:43:58.671357+00,
922,White Onion,,2021-10-31 23:43:58.669+00,2021-10-31 23:43:58.671357+00,
923,Lancaster Farms Sweet Potatoes,,2021-10-31 23:46:42.927+00,2021-10-31 23:46:42.93029+00,
924,Red Gem Lettuce,,2021-10-31 23:47:33.135+00,2021-10-31 23:47:33.1381+00,
925,Cilantro Vinaigrette,,2021-10-31 23:47:33.135+00,2021-10-31 23:47:33.1381+00,
926,Lemon Evoo,,2021-10-31 23:48:02.791+00,2021-10-31 23:48:02.793194+00,
927,White Wine Vinegar,,2021-11-01 20:29:01.097+00,2021-11-01 20:29:01.09904+00,
928,Spanish Octopus,,2021-11-01 20:30:13.871+00,2021-11-01 20:30:13.885692+00,
929,Fennel Broth,,2021-11-01 20:30:13.871+00,2021-11-01 20:30:13.885692+00,
930,Little Gem Lettuce,,2021-11-01 20:33:54.074+00,2021-11-01 20:33:54.077619+00,
931,Baby Red Chard,,2021-11-01 20:33:54.074+00,2021-11-01 20:33:54.077619+00,
932,Di Fara Pizza Dough,,2021-11-04 12:39:22.859+00,2021-11-04 12:39:22.861489+00,
933,Salami,,2021-11-04 12:39:22.859+00,2021-11-04 12:39:22.861489+00,
934,Prosciutto,,2021-11-04 12:39:22.859+00,2021-11-04 12:39:22.861489+00,
935,Aged Provolone,,2021-11-04 12:39:22.859+00,2021-11-04 12:39:22.861489+00,
936,Tomato Sauce,,2021-11-04 12:39:22.859+00,2021-11-04 12:39:22.861489+00,
937,Pastured Chicken Thighs,,2021-11-04 12:39:59.31+00,2021-11-04 12:39:59.312192+00,
939,Pepperoncini,,2021-11-04 12:42:44.4+00,2021-11-04 12:42:44.403117+00,
940,Sweet Shallot Vinaigrette,,2021-11-04 12:42:44.4+00,2021-11-04 12:42:44.403117+00,
941,Breads Bakery Sourdough Breadcrumbs,,2021-11-04 12:43:41.924+00,2021-11-04 12:43:41.925513+00,
942,Local Apples,,2021-11-04 12:43:41.924+00,2021-11-04 12:43:41.925513+00,
943,Anchovies,,2021-11-04 12:43:41.924+00,2021-11-04 12:43:41.925513+00,
944,Sour Cream,,2021-11-04 12:44:34.966+00,2021-11-04 12:44:34.967276+00,
945,French Airline Chicken Breasts,,2021-11-05 19:43:08.3+00,2021-11-05 19:43:08.303519+00,
946,Pancetta,,2021-11-05 19:44:49.031+00,2021-11-05 19:44:49.034198+00,
947,Chicken Stock,,2021-11-05 19:44:49.031+00,2021-11-05 19:44:49.034198+00,
948,Garlic Confit,,2021-11-05 19:46:32.304+00,2021-11-05 19:46:32.308389+00,
949,Smoked Sweet Corn,,2021-11-05 19:51:10.765+00,2021-11-05 19:51:10.76776+00,
950,Pecan Vinaigrette,,2021-11-05 19:51:10.765+00,2021-11-05 19:51:10.76776+00,
951,Pastured Chicken Breasts,,2021-11-05 19:52:27.234+00,2021-11-05 19:52:27.236421+00,
952,Pork Shoulder,,2021-11-05 19:53:37.68+00,2021-11-05 19:53:37.683061+00,
953,Steamed Broccoli,,2021-11-05 19:56:37.287+00,2021-11-05 19:56:37.289776+00,
954,Orecchiette Pastsa,,2021-11-05 20:41:12.798+00,2021-11-05 20:41:12.800814+00,
955,Sun Dried Tomatoes,,2021-11-05 20:41:12.798+00,2021-11-05 20:41:12.800814+00,
956,Orange Segments,,2021-11-05 20:41:46.943+00,2021-11-05 20:41:46.944437+00,
957,Oregano Vinaigrette,,2021-11-05 20:41:46.943+00,2021-11-05 20:41:46.944437+00,
958,Couscous,,2021-11-05 20:48:19.663+00,2021-11-05 20:48:19.665749+00,
959,Shaved Heirloom Carrots,,2021-11-05 20:49:04.383+00,2021-11-05 20:49:04.385429+00,
960,Koginut Puree,,2021-11-05 21:09:41.451+00,2021-11-05 21:09:41.45736+00,
961,Egg Whites,,2021-11-05 21:10:35.735+00,2021-11-05 21:10:35.736225+00,
962,Tomatillo Salsa,,2021-11-05 21:10:35.735+00,2021-11-05 21:10:35.736225+00,
963,Spaghetti Squash,,2021-11-05 21:48:06.034+00,2021-11-05 21:48:06.036695+00,
964,Nigela Seeds,,2021-11-05 21:48:06.034+00,2021-11-05 21:48:06.036695+00,
965,Cavatelli Pasta,,2021-11-05 21:48:57.684+00,2021-11-05 21:48:57.686473+00,
966,Heavy Cream,,2021-11-05 21:48:57.684+00,2021-11-05 21:48:57.686473+00,
967,Grilled Pineapple,,2021-11-14 17:01:36.487+00,2021-11-14 17:01:36.489839+00,
968,Spicy Mayo,,2021-11-14 17:01:36.487+00,2021-11-14 17:01:36.489839+00,
969,Gochujang,,2021-11-14 17:03:58.468+00,2021-11-14 17:03:58.470245+00,
970,Pork Tenderloin,,2021-11-14 17:04:31.798+00,2021-11-14 17:04:31.800265+00,
971,Vegan Mayonnaise,,2021-11-14 17:05:47.811+00,2021-11-14 17:05:47.813669+00,
972,Roasted Persimmons,,2021-11-14 17:08:09.372+00,2021-11-14 17:08:09.373686+00,
973,Irwin Farms Portobellos,,2021-11-14 17:44:58.049+00,2021-11-14 17:44:58.050498+00,
974,Ground Beef,,2021-11-14 17:47:34.526+00,2021-11-14 17:47:34.527303+00,
975,Chopped Romaine,,2021-11-14 17:48:23.432+00,2021-11-14 17:48:23.434566+00,
976,Smoked Provolone,,2021-11-14 17:48:23.432+00,2021-11-14 17:48:23.434566+00,
977,Olives ,,2021-11-14 17:48:23.432+00,2021-11-14 17:48:23.434566+00,
978,Walnut Vinaigrette,,2021-11-14 17:48:23.432+00,2021-11-14 17:48:23.434566+00,
979,Breads Bakery Seeded Bun,,2021-11-14 17:54:52.346+00,2021-11-14 17:54:52.347979+00,
980,Fried Egg,,2021-11-14 17:54:52.346+00,2021-11-14 17:54:52.347979+00,
981,Pineapple ,,2021-11-14 17:55:31.812+00,2021-11-14 17:55:31.813167+00,
983,Grilled Baby Eggplant,,2021-11-20 20:21:52.837+00,2021-11-20 20:21:52.843632+00,
984,Cornmeal,,2021-11-20 20:22:42.301+00,2021-11-20 20:22:42.30442+00,
985,Crushed Crispy Onions,,2021-11-20 20:23:18.436+00,2021-11-20 20:23:18.442692+00,
986,Candied Pecans,,2021-11-20 20:24:00.055+00,2021-11-20 20:24:00.05842+00,
987,Rosemary Vinaigrette,,2021-11-20 20:24:00.055+00,2021-11-20 20:24:00.05842+00,
988,Cremini Mushroom Caps,,2021-11-20 20:29:55.775+00,2021-11-20 20:29:55.777837+00,
989,Crushed Almonds,,2021-11-20 20:29:55.775+00,2021-11-20 20:29:55.777837+00,
990,Pickled Cauliflower,,2021-11-20 20:30:26.876+00,2021-11-20 20:30:26.878701+00,
991,Onion ,,2021-11-20 20:31:13.135+00,2021-11-20 20:31:13.13806+00,
992,Yellow Mustard,,2021-11-24 15:11:26.082+00,2021-11-24 15:11:26.088455+00,
993,Baby Heirloom Tri-color Carrots,,2021-11-24 15:13:51.038+00,2021-11-24 15:13:51.043777+00,
994,Shallot Herb Vinaigrette,,2021-11-24 15:16:54.424+00,2021-11-24 15:16:54.42618+00,
995,Brown Rice,,2021-11-26 21:32:22.363+00,2021-11-26 21:32:22.365386+00,
996,Ancho Breadcrumbs,,2021-11-26 21:34:57.028+00,2021-11-26 21:34:57.030802+00,
997,Curry Powder,,2021-11-26 21:43:47.463+00,2021-11-26 21:43:47.465628+00,
999,Tandoori Spices,,2021-11-26 21:47:45.153+00,2021-11-26 21:47:45.155367+00,
1000,Badger Flame Beets,,2021-11-26 21:49:08.201+00,2021-11-26 21:49:08.203517+00,
1001,Cilantro Chutney Vinaigrette,,2021-11-26 21:50:30.544+00,2021-11-26 21:50:30.547339+00,
1006,Puff Pastry,,2021-11-26 23:08:28.345+00,2021-11-26 23:08:28.348379+00,
1007,Creme Fraiche,,2021-11-26 23:08:28.345+00,2021-11-26 23:08:28.348379+00,
1008,Serrano Ham,,2021-11-26 23:08:28.345+00,2021-11-26 23:08:28.348379+00,
1010,Burnt Onion,,2021-11-27 00:02:09.808+00,2021-11-27 00:02:09.81045+00,
1011,Peas,,2021-12-01 19:08:21.009+00,2021-12-01 19:08:21.01164+00,
1012,Tahini,,2021-12-05 21:26:26.635+00,2021-12-05 21:26:26.637307+00,
1013,Cloves,,2021-12-05 21:29:42.328+00,2021-12-05 21:29:42.329989+00,
1014,Dried Oregano,,2021-12-05 21:30:25.172+00,2021-12-05 21:30:25.174072+00,
1015,Whole Milk Greek Yogurt,,2021-12-05 21:31:26.47+00,2021-12-05 21:31:26.47299+00,
1016,Beef Brisket,,2021-12-05 21:39:17.844+00,2021-12-05 21:39:17.84714+00,
1017,Idaho Potatoes,,2021-12-05 21:41:16.568+00,2021-12-05 21:41:16.570641+00,
1018,Matzoh Flour,,2021-12-05 21:41:16.568+00,2021-12-05 21:41:16.570641+00,
1019,Spices,,2021-12-05 21:43:01.894+00,2021-12-05 21:43:01.895821+00,
1020,Chile Paste,,2021-12-05 21:54:45.236+00,2021-12-05 21:54:45.237682+00,
1021,Roasted Pork,,2021-12-05 21:57:06.913+00,2021-12-05 21:57:06.91498+00,
1022,Salsa Verde,,2021-12-05 21:57:06.913+00,2021-12-05 21:57:06.91498+00,
1023,Rajas,,2021-12-05 21:57:44.341+00,2021-12-05 21:57:44.342384+00,
1024,Green Pepper,,2021-12-05 21:57:44.341+00,2021-12-05 21:57:44.342384+00,
1025,Shaved Red Cabbage,,2021-12-05 21:58:38.793+00,2021-12-05 21:58:38.794891+00,
1026,Spicy Breadcrumbs,,2021-12-05 21:58:38.793+00,2021-12-05 21:58:38.794891+00,
